title,reviews,criticScore,tMeter,audScore
End of Days,"Displaying precisely the imagination that gave the world such epic achievements as The Star Chamber and The Relic, Hyams dusts off America's designated import and goes with Arnie Schwarzenegger his own self.",rotten,11,32
End of Days,This is of interest only to the hard core of Schwarzenegger's army.,rotten,11,32
End of Days,Many sins have been committed in the name of religion; End of Days ranks as the latest.,rotten,11,32
End of Days,Days is a movie full of punches but no spark.,rotten,11,32
End of Days,Tired dud of an over-the top violent action movie.,rotten,11,32
End of Days,"The movie pits Arnold Schwarzenegger against the devil (Gabriel Byrne), with director Peter Hyams delivering tense moments of action amid not-so-subtle choices for character development.",rotten,11,32
End of Days,The plot is such hooey...and the plot holes so gaping that End of Days proves more exasperating than enjoyable. [Blu-Ray],rotten,11,32
End of Days,Never rises to the realm of exciting.,rotten,11,32
End of Days,Part of the degraded charm of End of Days is its buffet-table derivative approach.,fresh,11,32
End of Days,"Starts by stealing bad ideas from other movies, then it putsthem together in the wrong order and casts the wrong actors to play the parts. In other words, it's one of the worst movies I've seen this year.",rotten,11,32
Ice from the Sun,A furiously pointless punk-gore loogie that resets the bar on how wretched an amateur indulgence can be and still garner public screen time merely on the impression of being 'transgressive.',rotten,33,34
Ice from the Sun,"Here and there one can detect the slightest vestiges of creative fancy peeking through the rubble of horrific brutality, gimmicky, and din.",rotten,33,34
Razor Blade Smile,"West's cleverness gets the better of him in the final minutes, tacking on an arbitrary twist that, quite simply, trashes the trashy enjoyment of all that preceded.",rotten,0,46
Eye See You,A further nail in Sylvester Stallone's popularity coffin.,rotten,15,28
Eye See You,This killer-chiller isn't preposterous enough for laughs and is too sloppily directed and scripted to scare or surprise.,rotten,15,28
Eye See You,This formulaic chiller will do little to boost Stallone's career.,rotten,15,28
Eye See You,"That a serviceable thriller like this struggles to get a release, when certain nameless dross gets rushed into cinemas is, frankly, bewildering.",fresh,15,28
Eye See You,A surprisingly effective variation of the Ten Little Indians theme. Stallone's actually pretty good in this one.,fresh,15,28
Eye See You,"A guilty pleasure at best, and not worth seeing unless you want to laugh at it.",rotten,15,28
Eye See You,"So we got Ten Little Indians meets Friday the 13th by way of Clean and Sober, filmed on the set of Carpenter's The Thing and loaded with actors you're most likely to find on the next inevitable incarnation of The Love Boat.",rotten,15,28
Eye See You,Best described as I Know What You Did Last Winter.,rotten,15,28
Eye See You,Don't be fooled by the impressive cast list - Eye See You is pure junk.,rotten,15,28
Eye See You,"A well made, routine thriller with a compelling cast.",fresh,15,28
Eye See You,"A thoroughly awful movie--dumb, narratively chaotic, visually sloppy...a weird amalgam of 'The Thing' and a geriatric 'Scream.'",rotten,15,28
Eye See You,The only element of suspense is whether the movie will change titles or distributors again before the closing credits roll.,rotten,15,28
What Lies Beneath,Feels more planned than passionate.,rotten,46,58
What Lies Beneath,This process comes to feel laborious rather than involving.,rotten,46,58
What Lies Beneath,"Before long, the movie begins to feel like a sleep deprivation trial.",rotten,46,58
What Lies Beneath,"But Beneath never reaches much beyond the surface, and what lies there is all too predictable.",rotten,46,58
What Lies Beneath,It's not spooky or stylish enough to become a must-see for the goodtimes-hungry summer masses.,rotten,46,58
What Lies Beneath,What Lies Beneath is a big tease.,rotten,46,58
What Lies Beneath,"It's ultimately impossible not to label What Lies Beneath as a missed opportunity that could and should have been much, much better...",fresh,46,58
What Lies Beneath,"With What Lies Beneath, Zemeckis finally combines his fondness for fright flicks with the character-driven drama of his best work, and the result is one doozy of a ghost story.",fresh,46,58
What Lies Beneath,"Cross between Fatal Attraction, Poltergeist.",rotten,46,58
What Lies Beneath,It's just gimmick all the way.,rotten,46,58
What Lies Beneath,They could've cut 10 minutes out of the first hour easily...and it still might have been too slow.,rotten,46,58
What Lies Beneath,"If the ghost can go hunt for the villain by itself, why does it bother writing cryptic messages to strangers?",rotten,46,58
Sleepy Hollow,"Pickering's wide, tremulous eyes reflect the film's lurid appeal to youthful terrors.",fresh,68,80
Sleepy Hollow,"For about an hour it's a fine, ghoulish carnival sideshow, and that has its charms, but there's a thin desperation about the climax.",rotten,68,80
Sleepy Hollow,"Burton, for all his skill, never ranges beyond the thrills of the obvious; he doesn't enlarge the meaning of the horror he shows us, the way a Brian De Palma might.",rotten,68,80
Sleepy Hollow,Sleepy Hollow has an aesthetic that seems based on album covers. It doesn't feel like the work of an artist in any way.,rotten,68,80
Sleepy Hollow,"Even when the narrative stalls from too many detours and decapitations, Sleepy Hollow is gorgeous filmmaking that brims over with fun-house thrills and ravishing romance.",fresh,68,80
Sleepy Hollow,A mild aftertaste of disappointment.,rotten,68,80
Sleepy Hollow,There are lots of slasher movies better than this.,rotten,68,80
Sleepy Hollow,"It is a horror film, but it's a Tim Burton horror film. Make no mistake about that.",fresh,68,80
Sleepy Hollow,Burton piles on the artistic gore for this rendition. He just forgets to add the terror.,rotten,68,80
Sleepy Hollow,"The quirks of this Sleepy Hollow prevent it from ever being truly scary, but what they do make it is a quintessentially Burton film.",fresh,68,80
Sleepy Hollow,"A film which looks great but, in the end, is not the sum of its body parts.",rotten,68,80
Sleepy Hollow,"[Burton's] vision of the ominous woods, the shadowy town, and its pale inhabitants give the film texture and bring it to life.",fresh,68,80
Bless the Child,"A biblical ""thriller"" so predictable and preposterous that everyone involved should be banished to the confessional for their sins.",rotten,3,42
Bless the Child,"If you're so inclined, pray that the responsible parties crawl back into whatever hole they emerged from.",rotten,3,42
Bless the Child,Should have sold its soul for a little help in the script department.,rotten,3,42
Bless the Child,A supernatural thriller that does for its genre what Battlefield Earth did for science fiction.,rotten,3,42
Bless the Child,"Director Chuck Russell also made the infinitely better comedy The Mask. After this, he may want to wear a mask.",rotten,3,42
Bless the Child,"It reps another disappointing outing from Kim Basinger, who's clearly uninspired by the hack material.",rotten,3,42
Bless the Child,Bless the Child is unsettling but it is never really terrifying. It's closer to a scary dream than a true nightmare.,rotten,3,42
Bless the Child,"This mystical saga of good versus evil gets a very low grade for originality, packing in as it does too many of the same acrane-mysterioso bits of religious imagery, moody thriller gimmicks and climactic machismo antics as the earlier films.",rotten,3,42
Bless the Child,"It's all utter nonsense, but entertaining in a daft sort of way, though Christina Ricci is shamefully wasted in an irrelevent supporting role.",rotten,3,42
Bless the Child,"I don't know if I'm getting more squeamish, or simply less charitable at being exploitatively manipulated and taken for a moron: possibly both. But I think others will share my disgust at several scenes in Bless The Child.",rotten,3,42
Bless the Child,"Bless The Child pulls every cheap cinematic trick possible to try and put the willies into its punters and, unsurprisingly, fails.",rotten,3,42
Bless the Child,"A sloppy, silly, and sometimes ludicrous movie perpetually haunted by the specter of what it could have been.",rotten,3,42
Hollow Man,"A labored, implausible piece of action-movie hack work.",rotten,27,27
Hollow Man,"Despite a wealth of special effects and direction by Paul Verhoeven, Mr. Over-the-Top himself, this movie is surprisingly inert, more dull than anything else, with little to recommend it on any level.",rotten,27,27
Hollow Man,"The real invisible man here is Verhoeven, whose talent can barely be seen in Hollow Man.",rotten,27,27
Hollow Man,"As Hollow Man scrambles toward its conclusion, the dialogue founders and logic retreats.",rotten,27,27
Hollow Man,"Ultimately the title is most revealing. It's hollow, man.",rotten,27,27
Hollow Man,Hollow Man is hollow is because there's a void where its imagination should be.,rotten,27,27
Hollow Man,"Challenged for much of a story, the film resorts to turning Bacon's laboratory into a haunted house, from where the see-through psychopath traps his colleagues to dispose of them one by one.",rotten,27,27
Hollow Man,"His habit of sneaking up and molesting women is disturbing, but other than that there's nothing frightening about an invisible man.",rotten,27,27
Hollow Man,"Even for mature viewers, this is a flop.",rotten,27,27
Hollow Man,"All this magical computer-generated whiz-bang, and they can't do more with it than a climax ripping off your choice of slasher movies and Alien films?",rotten,27,27
Hollow Man,...one can't help but admire the glee with which Verhoeven has imbued the film's more disgusting moments...,fresh,27,27
Hollow Man,"The violence in this movie is very graphic, so if that isn't your thing...skip it.",fresh,27,27
Stir of Echoes,"As the plot kicks in, the hysteria mounts and the explanations start coming, the tension starts to dissipate. Like Bacon's strenuous attempt to sound working class, the movie tries too hard.",fresh,67,70
Stir of Echoes,"[A] serious, atmospheric, character-driven supernatural drama.",fresh,67,70
Stir of Echoes,"The skillful shock cuts will make you jump out of your skin, but it's the digital visualisation of the ghostly Samantha which really makes the flesh crawl.",fresh,67,70
Stir of Echoes,"In a taut, grippingly intense performance, Bacon captures the frenetic torment of a man driven to extremes by forces he can't begin to fathom.",fresh,67,70
Stir of Echoes,The kind of film that may give you pause the next time you walk into a dark room by yourself.,fresh,67,70
Stir of Echoes,Kevin Bacon stars in one of his best performances!,fresh,67,70
Stir of Echoes,"...a stylish, sporadically gripping thriller that boasts a number of undeniably tense sequences and interludes...",fresh,67,70
Stir of Echoes,"Stir Of Echoes is a scary, intelligent ghost story and thriller.",fresh,67,70
Stir of Echoes,I did receive a few chills and some kicks from it.,fresh,67,70
Stir of Echoes,It's nice to see he relied on more than heavy-handed filmmaking and a twist ending. I just hope audiences go for a supernatural thriller that's a little messier and doesn't feel the need to claw at their heart for two hours.,fresh,67,70
Stir of Echoes,"The cast is uniformly good, with Bacon giving the strongest performance as blue-collar Tom.",fresh,67,70
Stir of Echoes,Bacon's performance is what makes it more than just another dead-person-walking-the-earth story. Bacon is truly a man possessed.,fresh,67,70
Bones,"May be pure trash, but it's trash made with the kind of oozy psychedelic zest that powered a movie like A Nightmare on Elm Street 3: Dream Warriors.",fresh,21,39
Bones,"A mangy and ungainly movie, a cluttered and uncreepy assembly of stale clichACs, telegraphed scares and low-rent effects.",rotten,21,39
Bones,A grotesquely uneven schlockfest with large doses of bad writing and bad acting amid the delicious moments.,rotten,21,39
Bones,"Splits the difference between horror and social commentary, with pallid returns.",rotten,21,39
Bones,"Made with sufficient skill to produce a few shivers. Just as important, it contains enough self-mocking humor to earn a few laughs.",fresh,21,39
Bones,Too much of Bones feels transplanted from genre staples like Hellraiser.,rotten,21,39
Bones,"The bogus script doesn't leave anyone in the cast, including the usually impressive Pam Grier, much chance of a stellar performance.",rotten,21,39
Bones,"It takes a full hour before anything interesting happens (believe me, I checked)...",rotten,21,39
Bones,Interesting characters and witty dialogue are overshadowed by predictable gore and an overblown climax.,rotten,21,39
Bones,...this blows supremely and it's not Snoop's fault.,rotten,21,39
Bones,"A fun, over-the-top, campy horror flick starring the perfectly cast Snoop Dogg.",fresh,21,39
Bones,"It's just too bad that every horror movie released these days has a numeral attached to it, or in this case...should have one.",rotten,21,39
Hellboy,"When the movie's story line concentrates on the character of Hellboy and his relationships with those important to him, the film becomes a unique romp, with an exciting yet vulnerable superhero at the center who just happens to be the spawn of Satan.",fresh,81,65
Hellboy,"Played by Ron Perlman, he's the most magnetic action hero I've come across in a long while, though I couldn't make heads or tails of this story.",fresh,81,65
Hellboy,"Unfortunately, after setting up this fresh blue-collar scenario in the movie's first hour, Del Toro wallows in pyrotechnics.",rotten,81,65
Hellboy,"Del Toro, in love with his source but never overawed by it, keeps things moving; Perlman ties it together with some of the driest witticisms this side of Indiana Jones. Like we said: fun.",fresh,81,65
Hellboy,"To his credit, del Toro does not flinch from the ridiculous. But he is equally sensitive to Hellboy's pulp poetry.",fresh,81,65
Hellboy,"This is the kind of movie you watch for its aura, for its appealing characters, for its marvelously sustained seriocomic romantic mood.",fresh,81,65
Hellboy,"Ron Perlman, performing under a massive ember-red suit... is perfect as the cigar-puffing, wisecracking, kitten-loving demon who covertly battles supernatural monsters.",fresh,81,65
Hellboy,Guillermo del Toro's best film yet.,fresh,81,65
Hellboy,It would be quite impossible to claim is that the filmmaker's love of his subject isn't apparent throughout every lovingly-crafted frame.,fresh,81,65
Hellboy,Probably one of the coolest comic book movies to come around in years...,fresh,81,65
Hellboy,"The screenplay has flashes of real wit, and Perlman is perfect in the title role.",fresh,81,65
Hellboy,"Somewhat entertaining, but too scary for many.",fresh,81,65
Cherry Falls,"While it's not a classic, it still tries for an unorthodox and original slasher entry and hits more times than it misses.",fresh,57,31
Cherry Falls,A clever idea done with grimy flair. But not for horror movie virgins.,fresh,57,31
Cherry Falls,"It aspires to be another Heathers or Rivers Edge, but doesn't make it.",rotten,57,31
Cherry Falls,The slasher movie where it PAYS to be promiscuous!,rotten,57,31
Cherry Falls,"Cherry Falls sticks to the tried and true formula, bringing to mind words like adequate or functional.",rotten,57,31
Cherry Falls,Written for people who prefer their sex and violence with a side order of intelligence.,fresh,57,31
Cherry Falls,"Mohr is as fun as ever, and Biehn hogs the standout scene with fantastically bad, tongue-in-cheek gravitas.",fresh,57,31
Cherry Falls,"A stylish and forthright slasher pic that knows what it wants, knows how to get it, and gets us hooting in the aisles like the bloodthirsty fiends we really are.",fresh,57,31
Cherry Falls,"Stylish, suspenseful, and unusually intelligent for a genre movie, Cherry Falls is an excellent example of how to make a horror movie right.",fresh,57,31
Cherry Falls,It becomes a balance between gory and very silly.,rotten,57,31
Ringu,"If you don't mind, I'm off to the corner of my office to curl into a fetal position and rock slowly.",fresh,97,81
Ringu,Ringu has a minimalist intensity that can stop the heart with a simple flash-cut or a well-timed fillip in the musical score.,fresh,97,81
Ringu,"As good as The Ring is, it can't top the original for sheer, shivering terror.",fresh,97,81
Ringu,"The finale, too, still feels as twisted, bizarre and down-right nightmarish as it did all those years ago.",fresh,97,81
Ringu,"Classically shot, with effective use of stereo sound effects, the movie is almost entirely free of visual horror and the usual Eastern ghost cliches, managing to suspend auds' disbelief in the hokey story through pure atmosphere.",fresh,97,81
Ringu,"Eschewing blood for a sinuous tone of Videodromic dread, Ring forces fear into every cut as a psychic telejournalist counts down the hours till a fatal visitation, while making a gung ho attempt to save her brood.",fresh,97,81
Ringu,"Nakata's patient, slithering movie has many imitators, but no equals.",fresh,97,81
Ringu,"Ring put the willies up me, big time.",fresh,97,81
Ringu,"A sure, stealthy shocker which certainly primes you for the sequel.",fresh,97,81
Ringu,Director Hideo Nakata manages to strike a genuinely alarming balance between the cultural depths of Japanese folklore and the surface sheen of latter-day teen culture.,fresh,97,81
Ringu,"While the story is engrossing, and the acting top-notch, Hideo Nakata's direction is the primary reason to watch.",fresh,97,81
Ringu,David Cronenberg could perhaps compete with Nakata but unfortunately only lesser mortals have attempted to replicate the feeling that Reiko has plunged into something with which even her psychic powers can't compete.,fresh,97,81
The Item,"Described by helmer Dan Clark as a modern-art-exploitation flick, his feature debut is more exploitation than art and more a midnight flick than a legit entry in a dramatic competition of a strong and prestigious festival like Sundance",rotten,40,17
The Item,I felt cheated after sitting through the 90 minutes,rotten,40,17
The Blair Witch Project,"The scariest shots, from someone's little Hi-8 camcorder, document the students losing their bearings, giving way to panic and finally falling victim, though off screen, to some ineffably, unphotographably evil presence.",fresh,87,56
The Blair Witch Project,"Whenever night falls, the movie takes off, but in a slow creep, with all your childhood fears of the dark suddenly revealing themselves as absolutely reasonable.",fresh,87,56
The Blair Witch Project,"The very crudeness of the film stock and technique contribute mightily to the feeling that things are out of control, disoriented and possibly subject to unnatural laws.",fresh,87,56
The Blair Witch Project,Blair Witch is the most dangerous film in captivity. It's a no-excuses horror show with an emotional wallop like falling headlong into a bear trap.,fresh,87,56
The Blair Witch Project,You can dismiss The Blair Witch Project as a trick. Or you can give in to the treat and savor that rarest of accomplishments in a field notorious for tedium and repetition -- an original horror movie.,fresh,87,56
The Blair Witch Project,The thought that Blair Witch Project just might be real makes it much scarier than any of the teen horror flicks that have stumbled along in recent years.,fresh,87,56
The Blair Witch Project,"Directors Sanchez and Myrick understand the lure of legend and storytelling to the horror genre, and they cleverly choose to wrap the film up in various Russian Doll layers.",fresh,87,56
The Blair Witch Project,"There was a considerable number of people who went to go see The Blair Witch Project believing it was a documentary. That's how uncommercialized found footage was as a conceit, and how elegantly crafted this movie is.",fresh,87,56
The Blair Witch Project,"Easily the scariest horror picture of the '90s, a movie that can take a place among the most potent and inexorable of modern shockers, like Night of the Living Dead or The Texas Chain Saw Massacre.",fresh,87,56
The Blair Witch Project,"It is a triumph of intelligence over special effects, guerrilla filmmaking over Hollywood spectacle.",fresh,87,56
The Blair Witch Project,"Feel free to admire it: As a cheeky, clever stunt, it deserves it. Enjoying it fully might be a bit more difficult.",rotten,87,56
The Blair Witch Project,"The abrupt, unforgiving way the film ends is still shocking despite all the film's imitators, and it's a strong finish to a film that spends a little too much time wandering.",fresh,87,56
Anatomy,"German made horror/slasher pic that rocks, as it makes the viewer uncomfortable.",fresh,58,46
Anatomy,"[Anatomy's] premise is so strong and so creepy, that it keeps the film afloat even during its conventional slasher movie conclusion.",fresh,58,46
Anatomy,"Sure, it's a bad film - an insipid, pointless, and occasionally ham-fisted schlockfest. But on that level, it works quite well.",fresh,58,46
Blade II,"There's no script to speak of, but del Toro devises every battle to wow even the most jaded martial-arts mavens; the dissolutions and implosions are beautiful.",fresh,57,68
Blade II,"Del Toro is a stylish horrormeister, and he has created an evocative, foreboding atmosphere. But only a fan of this kind of mayhem could find a way into the story. And only a critic, sworn to serve, could stick it out to the end.",rotten,57,68
Blade II,"No one seems to be having much fun, with the possible exception of Kris Kristofferson, who is back as Blade's venerable human sidekick, Whistler. The film finds few variations on the themes of run, kick, chomp and gulp.",rotten,57,68
Blade II,"The world can always use another entertainingly trashy B-movie, and Blade II fits the bill.",fresh,57,68
Blade II,"Blade II is a better vampire movie than recent entries such as Queen of the Damned or Dracula 2000. That said, Wesley Snipes' return as slayer of the undead still is fairly anemic.",rotten,57,68
Blade II,"The borderline-chaotic fight scenes, set to a deafeningly loud rap-rock/heavy metal score, are directed and edited for maximum kinetic impact.",fresh,57,68
Blade II,"Blade II is an incredibly upbeat picture, and rather than focus on Blade's loneliness or how he's humanity's protector and yet can never truly be one of them, del Toro gleefully jumps into the action scenes.",fresh,57,68
Blade II,"The plot is essentially Blade fighting a bunch of people, then talking to a bunch of people, then fighting a bunch of people, then talking to a bunch of people, and keep repeating. Over and over.",rotten,57,68
Blade II,The best installment of the saga and one of the clearest examples of the splendid handling of the cinematographic narrative treasured by the Mexican filmmaker. [Full Review in Spanish],fresh,57,68
Blade II,"Blade, the protagonist of Blade II, takes his blade and shampoo factory to Prague, where many a super vampire are blade adieu.",rotten,57,68
Blade II,"Basically, the sequel replays the original movie's set pieces with even more gore and less coherence.",rotten,57,68
Blade II,"Blade II is certainly not without interest... But mostly, it looks and feels so much like a video game that some members of the audience will feel their thumbs twitching before the final reel.",rotten,57,68
Cut,Uninspired slasher throwback with a half-decent sense of humor.,rotten,11,25
Cut,...the script is surprisingly clever and funny.,fresh,11,25
Shadow of the Vampire,"The screenplay, by Steven Katz, suffers from arch, almost unspeakably theatrical dialogue, and, as Murnau, John Malkovich recites his lines as if monomania were synonymous with monotonic: He drains the drama of blood.",rotten,81,74
Shadow of the Vampire,"Wholly absorbing and inspired in parts, this carefully crafted curio dares to suggest that Murnau made a Faustian pact with an actual vampire to play the title role in exchange for the neck of the film's leading lady at production's end.",fresh,81,74
Shadow of the Vampire,"Intriguing, eccentric, sporadically entertaining tosh (but tosh all the same).",rotten,81,74
Shadow of the Vampire,"It's a marvelous, resonant joke that never quite succeeds: Stretches of the film resemble a Dario Argento horrorfest crossed with a Mel Brooks spoof.",rotten,81,74
Shadow of the Vampire,"Out of such dizzying layers of (un)reality, some sublime films have emerged. Nosferatu was one of them, and this is not -- but, c'mon, credit it with the old college try, a pretty decent effort.",fresh,81,74
Shadow of the Vampire,"This stupid and demeaning fantasy about the shooting of F.W. Murnau's 1922 masterpiece Nosferatu is a piece of postmodernist kitsch whose only redeeming quality is an enjoyably over-the-top, eye-rolling performance by Willem Dafoe.",rotten,81,74
Shadow of the Vampire,shines forth as a labor of love,fresh,81,74
Shadow of the Vampire,Vampire satire has some creepy moments.,fresh,81,74
Shadow of the Vampire,"This strictly-for-the-cinACastes fantasy is wild, warped fun.",fresh,81,74
Shadow of the Vampire,"This is a dark, gothic, and creepy film with excellent performances from John Malkovich and Willem Dafoe.",fresh,81,74
Shadow of the Vampire,"... [I]f you like your horror thoughtful and provoking, this is your movie.",fresh,81,74
Shadow of the Vampire,An imaginatively twisted lesson in film history and a glorious gothic comedy-drama.,fresh,81,74
Urban Legends: Final Cut,"This horror-and-suspense vehicle, which dabbles pointlessly in reflexivity, doesn't do much with its pseudosavvy characters.",rotten,9,19
Urban Legends: Final Cut,"This horror sequel opens with an out of control passenger plane, then plummets to intellectual ground zero.",rotten,9,19
Urban Legends: Final Cut,What ensues is painfully horrific and reprehensible as entertainment.,rotten,9,19
Urban Legends: Final Cut,Impossible to follow.,rotten,9,19
Urban Legends: Final Cut,"For a movie set at a film school, Final Cut is pretty much a textbook case on how not to make a movie.",rotten,9,19
Urban Legends: Final Cut,Everything in the movie is ripped off from somewhere else.,rotten,9,19
Urban Legends: Final Cut,"A flat and uninspiring slasher flick from the ""Scream"" age that just misses on every level.",rotten,9,19
Urban Legends: Final Cut,Don't waste your time.,rotten,9,19
Urban Legends: Final Cut,"As in the original, the essential effectiveness of urban legends is subverted by the usual slasher movie conventions.",rotten,9,19
Urban Legends: Final Cut,It's even worse than its predecessor.,rotten,9,19
Urban Legends: Final Cut,The young actors all look like blander versions of more famous people.,rotten,9,19
Urban Legends: Final Cut,The embodiment of all that is wrong with the horror genre today . . . avoid it like raw plutonium,rotten,9,19
Final Destination,Generates a respectable amount of suspense and takes a few unexpected turns while covering familiar territory.,fresh,34,68
Final Destination,This portentous chiller is a nasty piece of work.,rotten,34,68
Final Destination,"The writing by Wong, Glen Morgan and Jeffrey Reddick meets the low standards of a mediocre TV movie.",rotten,34,68
Final Destination,"A silly slasher movie, minus the slasher.",rotten,34,68
Final Destination,"Stupid, silly and gory.",rotten,34,68
Final Destination,"The main problem is that Morgan and Wong don't seem to have a clear idea of what they want -- campy, schlocky slasher flick or moody, intelligent thriller -- and as a result they create neither.",rotten,34,68
Final Destination,It commits hard to what it's depicting and how badly it wants to amuse & disgust the audience.,fresh,34,68
Final Destination,Teens fear the reaper in this so-so thriller.,rotten,34,68
Final Destination,"Becomes little more than a typical--if highly atmospheric--slasher film, complete with the cheesy dialogue and gimmicky conclusion.",rotten,34,68
Final Destination,...an innovative (and unexpectedly influential) exercise in horror.,fresh,34,68
Final Destination,"...glib, well produced, and reasonably well acted, adding up to slick pop drivel.",rotten,34,68
Final Destination,About as subtle as an amplified death rattle--only not quite as fun to listen to.,rotten,34,68
Bats,"This bad-scientist movie about bats that attack humans and the humans who track them -- Texas sheriff Lou Diamond Phillips and zoologist Dina Meyer -- is played straight, though it wasn't intended to be taken that way.",rotten,17,14
Bats,A movie that's too unintentionally funny to be scary.,rotten,17,14
Bats,A vigorously paced and surprisingly satisfying piece of work.,fresh,17,14
Bats,"The bat attacks are a series of violent camera pans rendering everything a blur; the continuity and computer-generated imagery is dire; and the dialogue stinks, as do the performances.",rotten,17,14
Bats,"It's no knockout, but it's fun and gets the job done in a nonmalicious way, which more of today's punishing filmmakers should emulate.",fresh,17,14
Bats,"Bats has nothing to do with baseball or Bela Lugosi. Too bad, because either would be a welcome distraction from this cheesy B-flick about genetically altered man-eating bats.",rotten,17,14
Bats,Grade-A hunk of Ed Wood-level cheese.,rotten,17,14
Bats,"Once the little beasts start crawling into cars through the exhaust pipes with malevolent intent and dive-bombing people in convenience stores, it's hard not to think of Gremlins.",rotten,17,14
Bats,"yeah, that's what the world needs",rotten,17,14
Bats,"You really want to like it. It's kind of funny in a simple, old-fashioned kind of way, like the B-movies of old. But it really doesn't have much energy or imagination.",rotten,17,14
Bats,Click to read the article.,rotten,17,14
Bats,Having your own house infested with bats would be more welcome.,rotten,17,14
Spiders,There's just something about panicking crowds fleeing a several storey tall giant mutant spider that makes me chuckle appreciatively . . .,rotten,33,17
Exorcist: The Beginning,The serious Catholic themes that made the original film genuinely disturbing have been flattened out into a cartoonish backstory pitting Merrin against Nazi storm troopers.,rotten,11,27
Exorcist: The Beginning,"Reams of tedious exposition finally give way to a random jumble of horror movie clichACs, rising to a shrill pitch of hysteria that is never remotely frightening.",rotten,11,27
Exorcist: The Beginning,"Blood, flies, maggots, ravenous hyenas, power failures, grave-digging and much ineffectual voodoo ensue.",rotten,11,27
Exorcist: The Beginning,"As shocking as an Dokken album cover and, finally, as pious as The Passion of the Christ.",rotten,11,27
Exorcist: The Beginning,"Never feels like anything other than generic, brain-dead, Dolby-jolt, multiplex hackwork -- I kept expecting Skarsgard's habitually catacomb-prowling Merrin to bump flashlights with Lara Croft.",rotten,11,27
Exorcist: The Beginning,"It rates fairly high on both the Scare-O-Meter and Gross-Out Scale, with an early hyena attack guaranteed to have you flinching in terror.",fresh,11,27
Exorcist: The Beginning,"Unlike the first film, in which audience members fainted and threw up, the showdown between good and evil prompted more laughter amongst the audience than terror.",rotten,11,27
Exorcist: The Beginning,"An utter violation of anything that ever made The Exorcist memorable... just gaudy effects and things jumping out to say ""boo!""",rotten,11,27
Exorcist: The Beginning,Brutal. Not for kids.,rotten,11,27
Exorcist: The Beginning,"Contrived, clichAC, murky, muddled, and an utterly gory mess...",rotten,11,27
Exorcist: The Beginning,"More than 30 years after the original hit screens, along comes the very best of the sequels.",fresh,11,27
Exorcist: The Beginning,Most of the movie feels nothing like an Exorcist film.,rotten,11,27
The Watcher,"You can't buy Keanu as a sadist, but you do worry about the guys who wrote the screenplay.",rotten,10,28
The Watcher,First-time director Joe Charbanic seems to have watched too many music videos.,rotten,10,28
The Watcher,Has 'direct to video' stamped all over it.,rotten,10,28
The Watcher,"A shockingly, unbelievably bad movie.",rotten,10,28
The Watcher,We can't ignore the lack of anything resembling substance or purpose in The Watcher.,rotten,10,28
The Watcher,"The Watcher is a numbingly familiar exercise in fear, disgorging regular doses of grisly violence buoyed by precious little plot and pitifully thin character development.",rotten,10,28
The Watcher,"Director Joe Charbanic is saddled with an emotionally empty script by David Elliot and Clay Ayers, which matches Reeves's emotionally empty performance quite nicely.",rotten,10,28
The Watcher,Tired plot and disastrous casting.,rotten,10,28
The Watcher,"If I never see another scene in which a woman is bound and gagged, while her killer struts around the room basking in his own psychotic cleverness, I won't mind a bit.",rotten,10,28
The Watcher,Not half bad as a rental.,fresh,10,28
The Watcher,"Nasty, sadistic, ugly and pointless.",rotten,10,28
The Watcher,One of the lamest serial killer thrillers of the post-Silence of the Lambs era.,rotten,10,28
Trouble Every Day,Denis shoots this grisly-erotic roundelay in her distinctively woozy and elliptical style.,fresh,50,55
Trouble Every Day,Denis is an extraordinarily reticent storyteller.,fresh,50,55
Trouble Every Day,"Trouble Every Day is a success in some sense, but it's hard to like a film so cold and dead.",rotten,50,55
Trouble Every Day,"Here the love scenes all end in someone screaming. Maybe there's a metaphor here, but figuring it out wouldn't make Trouble Every Day any better.",rotten,50,55
Trouble Every Day,I'm not sure these words have ever been together in the same sentence: This erotic cannibal movie is boring.,rotten,50,55
Trouble Every Day,"Watching Trouble Every Day, at least if you don't know what's coming, is like biting into what looks like a juicy, delicious plum on a hot summer day and coming away with your mouth full of rotten pulp and living worms.",rotten,50,55
Trouble Every Day,"""Trouble Every Day"" is a horror film that works outside the typical genre conventions while constantly referencing films from the canon.",fresh,50,55
Trouble Every Day,Spare and unwilling to overstate its point. Its style is European in all the ways that are often lazily deemed pretentious. But rarely are those pretenses so perfectly horrific.,fresh,50,55
Trouble Every Day,Much in a Denis work depends on players' silences instead of monologues or dialogues.,fresh,50,55
Trouble Every Day,"It's the kind of public self-exorcism a director can only get away with once in a career. And even at its most overdetermined, it still reflects its maker's signature love for intractable contrasts and unresolved ambiguities.",fresh,50,55
Trouble Every Day,There's possibly no other living director as in sync with the politics of touch as Claire Denis.,fresh,50,55
Trouble Every Day,A uniquely sensual metaphorical dramatization of sexual obsession that spends a bit too much time on its fairly ludicrous plot.,fresh,50,55
Psycho Beach Party,It's too much filmed theater to come alive fully on the screen.,rotten,53,66
Psycho Beach Party,Sometimes more fun to describe than to watch.,rotten,53,66
Psycho Beach Party,Awkward combination of garish set decoration and muffled humor.,rotten,53,66
